n,m,range,seed,mean,variance,period,chi,kp,km
17382,46555,29173,31862,2135270578.5989,1509555433451917487.9126,29174,23.0514,0.0101,0.0042
19055,62674,43619,6958,2150657531.2684,1543367038751442629.5167,43620,11.3161,0.0014,0.0032
2799,66489,63690,10986,2142610481.409,1533768034246438061.4192,63691,9.8804,0.0034,0.0009
8982,40040,31058,16347,2147947968.4265,1546658639233449447.0777,31059,2.2945,0.0033,0.0029
2035,48786,46751,4452,2138539699.86,1529953634528358703.5701,46752,8.9795,0.0056,0.0012
3443,39408,35965,6870,2153475656.0698,1539310411969616322.8043,35966,3.0562,0.0005,0.0036
8707,60400,51693,16967,2137446033.3425,1536395121109253900.7908,51694,10.3904,0.0046,0.000
31510,76473,44963,3407,2137902295.6454,1530537645291072732.4082,44964,14.9447,0.0049,0.0006
2905,97673,94768,9890,2152971844.1546,1532773111322128732.7557,94769,7.9147,0.0002,0.0028
2192,42454,40262,20288,2154095711.6201,1531231224532168989.1152,40263,8.7984,0.0014,0.0039
16313,52336,36023,12052,2145771419.3708,1542674516741698865.516,36024,3.5021,0.0032,0.0024
4533,10547,6014,9134,2145649170.3744,1516137061006336195.3897,6015,6.7567,0.0078,0.0065
10060,85154,75094,8533,2155116402.784,1536146402456876261.6233,75095,5.089,0.000,0.0032
10736,15942,5206,28140,2182120788.0509,1539839742693231763.2029,5207,8.7033,0,0.0156
24106,62163,38057,24043,2143432164.0794,1543420111940918197.1697,38058,5.751,0.0033,0.0026
8515,99845,91330,3080,2144911372.3371,1535432936273364387.9128,91331,3.8906,0.002,0.0006
32698,98746,66048,16688,2145548582.6757,1530025686342248752.9415,66049,3.2692,0.0026,0.0012
26355,97283,70928,2620,2140237331.5382,1539503251082028830.4962,70929,16.7752,0.0047,0.0007
13711,64345,50634,6394,2144912164.0493,1542387033649915485.9124,50635,8.4973,0.0031,0.0012
25229,99349,74120,24678,2158136241.5886,1529561778319972486.1884,74121,23.2031,0.0006,0.0058
6063,26538,20475,2143,2142926532.4861,1526357176903683237.0877,20476,3.9626,0.0054,0.0036
17248,57458,40210,28934,2149486578.9831,1548142711016998514.9006,40211,7.2287,0.0025,0.0033
5317,34918,29601,16595,2157889095.026,1550773240721543283.945,29602,10.6977,0.0021,0.0089
13792,56215,42423,14065,2140944795.1376,1537064648223887871.8709,42424,5.0358,0.0033,0.0007
15419,102835,87416,25445,2136043490.7026,1533382034938205624.052,87417,18.2805,0.0056,0.0002
7619,21806,14187,15021,2167879748.471,1542858425551390923.1155,14188,8.9657,0.0016,0.0084
24311,71851,47540,24890,2151889502.5993,1543027032531099196.8013,47541,3.2698,0.0008,0.0031
20801,97918,77117,12488,2148793629.7927,1537890198526768822.9373,77118,5.5061,0.001,0.0018
18463,91532,73069,15080,2152218855.0269,1530933503649857963.5923,73070,12.0349,0.0017,0.0035
10513,45705,35192,19713,2163845156.4979,1534012654857768621.9949,35193,12.9161,0.0003,0.0085
9945,16891,6946,4056,2168684488.0688,1519803517496153268.8126,6947,6.4169,0.0012,0.0113
2183,65764,63581,4242,2142297703.281,1531405547844235656.7474,63582,3.4111,0.0032,0.0005
13066,72991,59925,2067,2148114876.0916,1542331142501480378.3707,59926,1.6532,0.0014,0.0021
14582,84626,70044,16140,2160445325.4269,1539600739213763791.6369,70045,20.1069,0.000,0.0055
31497,104672,73175,19623,2151820820.7096,1527817583147907741.7074,73176,9.1837,0.0021,0.0033
3778,76809,73031,108,2152234216.9998,1532042411227995969.0403,73032,6.7434,0.0013,0.0035
28648,45249,16601,17972,2180628974.0052,1518669703487397646.0856,16602,19.000,0.0017,0.0132
11287,80356,69069,22366,2146578047.2252,1524503840266918418.515,69070,14.5826,0.0032,0.0021
10694,42501,31807,21438,2147270359.8219,1520629748820963089.3214,31808,10.3338,0.0038,0.0038
15128,32500,17372,27956,2144965302.6861,1541893383727047637.0579,17373,26.5748,0.007,0.0033
8822,48902,40080,19316,2132569461.7001,1539740984044092728.5971,40081,8.3662,0.0059,0.0013
32280,91928,59648,10863,2136803929.0656,1543984905264568038.9602,59649,13.6033,0.0052,0.0002
15207,89244,74037,4439,2137436592.9282,1532965072952998004.2435,74038,9.4564,0.0043,0.0004
12988,63773,50785,30750,2141899770.9663,1537032798878827036.4681,50786,5.3344,0.0037,0.001
22046,59458,37412,27370,2142893829.0037,1531069191978092699.0146,37413,7.3127,0.0036,0.0016
20154,89886,69732,26941,2140355828.8374,1542500342558348639.1147,69733,10.020,0.0048,0.0002
25328,70458,45130,7162,2134407280.2172,1529635458629469993.5956,45131,9.7733,0.0062,0.0006
30896,76698,45802,13487,2146828140.3676,1533234066815656184.7219,45803,8.2251,0.0021,0.0021
6603,49216,42613,9489,2151027233.6054,1532598182285936872.2307,42614,3.6941,0.0013,0.0034
15086,69701,54615,10080,2144253900.4492,1543248474087559325.2793,54616,2.2268,0.0027,0.0009
12048,71532,59484,31542,2154921135.1839,1536041970954519493.3389,59485,9.4039,0.000,0.0031
25351,122863,97512,899,2144200080.6515,1546025886045536030.4502,97513,10.9086,0.0038,0.0015
17162,39297,22135,1167,2166186849.7197,1558030987145207314.7735,22136,16.2333,0.0016,0.0082
6716,101474,94758,10891,2146381007.5372,1534249297307164700.5117,94759,11.5259,0.0031,0.0016
11221,84068,72847,28149,2155815201.3133,1539598349981258269.2474,72848,14.5965,0.0003,0.0033
15365,104457,89092,13773,2143325589.1179,1537697776947667144.9938,89093,6.6892,0.0027,0.0004
24833,29845,5012,14354,2156142836.461,1525872791006095517.5331,5013,6.2145,0.0044,0.0074
1089,5241,4152,2749,2137078275.308,1568591869892603393.3781,4153,8.1634,0.0112,0.0052
17740,50670,32930,7902,2140754018.3407,1529163437855630428.8493,32931,4.3578,0.0049,0.0018
21540,49898,28358,20778,2135495392.8015,1534673275532853860.1183,28359,11.2981,0.0083,0.0012
30257,86963,56706,13941,2154982119.1441,1541902847478940718.2979,56707,4.9204,0.0007,0.0039
2260,5706,3446,21481,2230478933.5463,1545402698972668195.7431,3447,18.1562,0.0015,0.0312
5273,20860,15587,830,2154972955.56,1538970766445584694.6775,15588,13.5677,0.0024,0.0057
7506,104793,97287,7566,2145636388.2832,1543971104454671407.6268,97288,10.7279,0.0034,0.0021
9994,99031,89037,13478,2150919494.9127,1543503702923847254.504,89038,23.515,0.0019,0.0049
15504,37602,22098,18056,2145704204.9191,1520426104036726061.4264,22099,10.6452,0.0046,0.0042
23086,120967,97881,23021,2141578180.7039,1534127390317390524.784,97882,6.1222,0.0032,0.0001
8070,106223,98153,26199,2144623521.2164,1541347738001075538.1711,98154,6.8067,0.0024,0.0015
11316,51458,40142,26180,2140403113.9666,1533978068369223946.0537,40143,5.5369,0.0045,0.0003
15941,94223,78282,29829,2169340475.7883,1538461941049048017.2447,78283,34.4277,0.0001,0.0091
31894,82663,50769,8402,2143684094.3975,1535997276841157338.0613,50770,12.849,0.0036,0.0012
4912,12509,7597,26454,2142883085.6121,1547192951064484955.1419,7598,9.7882,0.0073,0.0059
4618,43681,39063,9215,2151875767.8338,1549554100955467156.3573,39064,8.6336,0.002,0.0043
26775,55503,28728,16698,2130762411.1418,1524560990298923446.2715,28729,10.4123,0.0077,0.0004
560,38194,37634,24396,2141686114.4953,1528746202643836823.2751,37635,18.5101,0.0051,0.0031
20727,71886,51159,10683,2151066534.8038,1536422076373382467.0776,51160,14.7441,0.0027,0.0028
3860,37292,33432,1700,2132139854.1178,1543399504753082863.118,33433,12.8718,0.0085,0.0015
19037,34286,15249,21696,2169856111.0486,1541978313607698162.3856,15250,8.9592,0.0002,0.0114
21382,70969,49587,20618,2149502197.2478,1547541623597517836.1819,49588,10.0881,0.0025,0.0029
13287,79977,66690,13664,2137549112.6524,1532601173313414903.6769,66691,29.6312,0.0059,0.0013
23148,60921,37773,13941,2160020864.9926,1537147040748681093.8687,37774,5.6643,0.0002,0.0053
31680,38427,6747,9771,2168924994.8515,1553404380769037078.0108,6748,12.5001,0.0038,0.0102
32042,35454,3412,29138,2149372857.1263,1490093792504718739.0532,3413,8.3836,0.0099,0.0109
13763,106991,93228,16376,2158448927.1075,1546352128685024811.6145,93229,14.8675,0.0002,0.0055
2965,55438,52473,5032,2153397442.4219,1547919529058499738.2435,52474,6.8034,0.0015,0.0055
18981,54403,35422,6573,2135246834.097,1537781121170840390.7073,35423,8.663,0.0055,0.0001
22984,120912,97928,6632,2149845676.4695,1534055589149507093.0019,97929,3.2285,0.001,0.0018
5332,82280,76948,13961,2148357661.3706,1546586734203989563.1876,76949,6.2412,0.0022,0.0021
11477,17888,6411,1089,2178126104.2636,1482001276032581804.9545,6412,18.9031,0.0085,0.0187
31462,41110,9648,13198,2152949388.5487,1551369910758579841.045,9649,9.4466,0.0064,0.0074
3231,79220,75989,18487,2154756266.8166,1534504494421835919.6471,75990,15.1232,0.0002,0.0046
14844,21543,6699,9922,2160162654.1722,1571604072136329380.2781,6700,6.2624,0.0053,0.0114
15135,71436,56301,16461,2130250181.2508,1527954786188545956.7339,56302,18.4192,0.0079,0.0001
8591,58898,50307,30391,2153982093.968,1536227362044705707.7443,50308,6.9764,0.0003,0.0035
10600,96132,85532,5851,2155161927.8467,1537425001494780137.7613,85533,9.9835,0.0002,0.0035
11302,23419,12117,19059,2146114950.4137,1534309614585152323.2155,12118,4.5602,0.0033,0.0041
31753,102844,71091,26027,2143204807.8693,1539542209324226072.6021,71092,15.0724,0.0025,0.0005
32593,32693,100,31635,2335447565.1287,1423300467933227475.7359,101,5.7944,0.001,0.0918
12041,107318,95277,6657,2147517506.5722,1536639824202430498.1345,95278,8.1381,0.0013,0.0016
22162,110876,88714,23648,2152064667.9275,1530333597763014642.6958,88715,10.4952,0.0012,0.0033
23669,102001,78332,18473,2140709413.6734,1537704036161986185.2436,78333,11.6473,0.0035,0.0005
20549,96608,76059,3986,2144324030.7378,1547160530876752429.5198,76060,13.4603,0.0035,0.0018
30266,54671,24405,2472,2137912143.8212,1522682136307292485.2813,24406,10.6743,0.0066,0.0015
6340,31874,25534,16806,2133858090.5848,1538398413351664846.3167,25535,15.6169,0.0082,0.0007
15322,29155,13833,13674,2149650467.5173,1545211804551702890.9269,13834,15.4368,0.0075,0.0044
2554,47516,44962,13542,2153117039.9421,1544403463970134754.5698,44963,9.7252,0.0012,0.0046
11325,110443,99118,30686,2152963591.6676,1537604900197079842.5535,99119,10.0449,0.0001,0.003
25550,71636,46086,7942,2138000355.4898,1533266313463265783.1669,46087,5.3653,0.0041,0.0007
25778,85283,59505,3776,2139210169.4456,1537880601165810420.6457,59506,23.9163,0.0073,0.0014
32413,87991,55578,19736,2141250540.6304,1532126617517058878.6846,55579,13.2528,0.004,0.0018
15651,72656,57005,27404,2142360217.348,1527375124713544255.6064,57006,9.4509,0.0041,0.0016
9904,14966,5062,8253,2148003385.2787,1527606523333648519.0555,5063,3.2521,0.0064,0.0065
24708,33786,9078,6824,2135546484.9337,1538152539854290576.8177,9079,4.5222,0.0087,0.0017
21717,53237,31520,18608,2137052438.9853,1527464030656689147.4055,31521,10.5934,0.0075,0.0013
17721,84473,66752,18674,2152425342.9191,1535257377028226453.8685,66753,9.0647,0.0016,0.0027
10973,27854,16881,23387,2138652625.7215,1540880504647474654.9342,16882,2.4349,0.0053,0.0004
24156,98366,74210,14234,2142434814.2554,1528466147811786279.2439,74211,6.3063,0.0034,0.0014
13589,58719,45130,5403,2137649647.0725,1532524460538738322.9667,45131,16.393,0.0063,0.0018
32292,104725,72433,13056,2153879649.0016,1541540298838379269.5061,72434,5.8904,0.0006,0.003
7932,68121,60189,27040,2160407081.9631,1523062339163279660.6003,60190,14.9251,0.0013,0.0063
12849,24690,11841,25336,2152942370.2533,1522625493946891452.2552,11842,3.5208,0.0044,0.006
21117,61837,40720,11511,2152307598.3487,1526764059283177694.5404,40721,14.9757,0.0026,0.0048
24738,95786,71048,19760,2139699744.7552,1536868080066552898.5546,71049,6.3364,0.0035,0.0006
11762,33142,21380,6358,2145301950.5973,1532003158061682377.0068,21381,13.2175,0.0049,0.0029
10497,23828,13331,14361,2139100756.5453,1536061983776106850.1396,13332,3.7331,0.0048,0.0013
5108,28714,23606,7027,2143809860.4631,1534455476341339289.7038,23607,9.3334,0.0052,0.003
24683,109989,85306,19616,2158540939.8185,1540996637255952374.7051,85307,13.4255,0.000,0.005
30299,64052,33753,30831,2153685601.4624,1525363498726902150.3684,33754,10.5668,0.0021,0.0051
6807,8555,1748,32112,2122358955.7559,1502302379525121944.9621,1749,7.1335,0.0156,0.0055
28267,119050,90783,27505,2140810191.1278,1534086515471741137.6723,90784,6.5956,0.0048,0.0004
8890,21672,12782,14556,2139742760.6118,1540104583847526599.3959,12783,11.7492,0.0087,0.0024
8570,90700,82130,4021,2146112825.7436,1535382753186643393.9963,82131,3.3424,0.0014,0.001
29796,83375,53579,31515,2151704949.1533,1539775238617138524.6819,53580,2.161,0.0005,0.0021
22765,95072,72307,1398,2151593033.8662,1529510174496387293.4116,72308,15.4334,0.0019,0.0042
10867,76838,65971,657,2150504958.1676,1542860436776870208.3391,65972,5.6162,0.0012,0.0023
18276,116198,97922,18261,2147753172.8094,1539103010900481428.3024,97923,1.5384,0.001,0.0011
17928,116850,98922,23775,2139018929.1295,1537748006623519081.2506,98923,9.1179,0.0033,0.000
25165,41230,16065,22818,2159513070.115,1562351275735768171.4436,16066,17.5451,0.0044,0.0103
31232,63818,32586,23897,2129992546.9871,1542282383758022909.8973,32587,24.700,0.0103,0.0007
10397,53109,42712,4634,2160156065.0734,1542294668754739485.6717,42713,6.8402,0.0001,0.0056
4547,5760,1213,29978,2142793784.2875,1540464737117467339.4915,1214,9.1985,0.0139,0.0116
22105,84508,62403,10762,2149715765.0287,1534373333181784516.0886,62404,3.9244,0.0015,0.0025
19403,78718,59315,19339,2151768362.5554,1532255247174295585.584,59316,9.777,0.0013,0.0032
15142,91741,76599,25867,2149152818.5268,1542077930629174791.2808,76600,8.7561,0.0013,0.0029
4365,63294,58929,5334,2159939163.3699,1538284903570455933.1024,58930,11.0805,0.0002,0.0051
12415,69107,56692,13706,2137044706.1663,1539648483979061752.0648,56693,8.2915,0.0057,0.0004
6658,43234,36576,10500,2128511547.354,1536705178289740152.3406,36577,12.6295,0.0079,0.0003
4919,83626,78707,9330,2150460258.7093,1530159338630029001.4356,78708,10.0501,0.0014,0.003
359,88088,87729,27459,2151704863.672,1532889894767061379.6011,87730,10.9039,0.0011,0.0034
7986,37894,29908,21250,2132471974.9061,1542526088564980395.3733,29909,9.4741,0.0071,0.000
31548,97695,66147,19936,2155656177.7328,1530608292756224395.9942,66148,10.1549,0.0004,0.0042
26330,102960,76630,9997,2147422269.854,1533760638259827391.5911,76631,3.7701,0.0016,0.0021
28354,55140,26786,22772,2148707876.9156,1522236560248753843.3646,26787,15.5328,0.0027,0.0039
21738,72061,50323,6052,2151368150.4409,1545591706710448494.4469,50324,6.8353,0.0017,0.003
24009,61698,37689,23032,2139109134.0408,1522659156636456749.0263,37690,15.629,0.0072,0.0027
26063,39595,13532,16755,2161360032.1494,1515932036061022969.8195,13533,9.6535,0.0032,0.0088
5391,60769,55378,21869,2135532149.4014,1528392477052065731.0043,55379,14.9286,0.0063,0.0009
10150,11054,904,21835,2135291940.9182,1528338279763190029.2618,905,4.2814,0.0161,0.015
27177,43863,16686,32478,2137079277.4348,1538823986557296570.3413,16687,8.7227,0.0049,0.0006
31567,59462,27895,12208,2138112392.6351,1532951993385813631.5627,27896,15.0546,0.0061,0.0022
2783,37372,34589,32566,2143972197.2403,1547933657715195656.98,34590,6.9244,0.0039,0.0034
27938,111763,83825,1141,2153591699.3996,1536196453644651097.9002,83826,4.6784,0.0003,0.0029
23145,68720,45575,31254,2147189314.6985,1529067325349662513.0544,45576,13.287,0.0024,0.0035
32628,101284,68656,17702,2151322107.0577,1533706146694282399.1624,68657,7.9644,0.001,0.0027
25657,81593,55936,30677,2155898466.4733,1545665809611809869.7325,55937,13.0014,0.0011,0.0051
32489,104136,71647,12166,2142317217.5447,1543196649024477619.7469,71648,12.8698,0.0038,0.0009
13294,65197,51903,9677,2158766872.1535,1537162829221536687.6528,51904,6.7431,0.0003,0.0059
23960,46544,22584,20331,2133023761.7831,1537743349127187641.1653,22585,16.1603,0.0072,0.000
6719,44689,37970,31838,2154073974.1248,1546591240752490553.7755,37971,17.4794,0.0022,0.0056
10708,54645,43937,21646,2156006797.7665,1532085014375365133.1282,43938,13.6406,0.000,0.0041
3768,30119,26351,3817,2128193299.9505,1549356675513089914.5182,26352,24.8012,0.0111,0.0013
13641,19511,5870,2427,2155909505.3458,1510572167875886283.9404,5871,22.5629,0.0045,0.009
9332,73377,64045,24707,2138565907.1539,1529937578386287721.4536,64046,10.1317,0.0055,0.000
25313,114736,89423,29550,2141691369.7784,1529238312298300683.2925,89424,7.1057,0.0034,0.0012
31940,56039,24099,26829,2176304384.2114,1527124410204309483.644,24100,22.8686,0.0002,0.0117
5100,40520,35420,4106,2154406010.1119,1544046989113056302.2544,35421,7.4069,0.0016,0.0059
11913,86924,75011,29736,2137661870.6682,1526259217936146237.7336,75012,9.7657,0.0051,0.0007
18649,21083,2434,19124,2163477226.3992,1536062738874232874.3006,2435,6.3547,0.0046,0.0122
17571,109392,91821,30170,2158360523.7321,1548994064850801979.7503,91822,16.1307,0.0006,0.0052
29816,48345,18529,11013,2135447968.6719,1532479559103862054.9974,18530,10.0786,0.0056,0.001
6169,11085,4916,24404,2109807337.3132,1547854815875121660.6019,4917,10.1363,0.0192,0.0011
16967,83816,66849,813,2151600629.477,1541182071159429169.414,66850,7.6416,0.0003,0.0026
17521,58974,41453,3697,2156992981.228,1531464988827211522.2694,41454,7.4528,0.0005,0.0044
26835,63100,36265,7467,2135624591.5525,1539115806623725139.1677,36266,10.5829,0.0049,0.0006
4997,103670,98673,15636,2152618285.9227,1549008326799338636.4143,98674,13.1994,0.0014,0.0043
18289,77456,59167,26719,2144516248.8002,1537848225631242837.7992,59168,5.0387,0.003,0.0008
25994,86138,60144,27960,2147265599.0712,1547999329221266453.5905,60145,8.2622,0.0031,0.0034
19217,58704,39487,1138,2164587623.8339,1536948119073870016.8095,39488,8.2416,0.0002,0.0082
3201,6206,3005,17868,2142541928.5712,1537748127532390813.3208,3006,8.113,0.0171,0.009
4004,82712,78708,4373,2151513491.456,1533816844276840466.6184,78709,7.8313,0.0009,0.0029
8920,50026,41106,27724,2146470890.8851,1539515748685829508.7335,41107,12.006,0.0032,0.003
12911,91506,78595,27476,2130991959.222,1540062952779817363.8961,78596,19.5905,0.0059,0.0001
4691,67652,62961,19097,2156088314.1831,1529832523861077376.4487,62962,12.518,0.0009,0.0042
10836,53374,42538,8517,2154940844.9248,1531860914820882764.0079,42539,11.3959,0.0009,0.004
24801,92564,67763,32291,2156094716.0053,1531789374703766734.1234,67764,16.5223,0.0006,0.0049
25194,25955,761,18126,2212823535.7625,1474268990639326140.0499,762,11.6406,0.0118,0.0467
13089,24610,11521,26988,2129953692.7626,1538544320107366046.1132,11522,5.8086,0.0079,0.0008
25560,55726,30166,8314,2163245198.6792,1549242194907829569.4545,30167,13.8229,0.0007,0.0075
26218,43818,17600,26343,2141080904.6874,1531632948734662790.1185,17601,6.1472,0.0052,0.0028
30289,115154,84865,1777,2132170459.8531,1535851635003465243.1643,84866,21.6009,0.0067,0.000
32306,112136,79830,11497,2148041680.4691,1531230605425912962.6517,79831,10.4611,0.0022,0.0026
19661,66080,46419,31715,2142481397.373,1544328813954070928.182,46420,6.3159,0.0045,0.0009
14410,79242,64832,16106,2149667261.4641,1540223449401143885.6203,64833,11.9088,0.0012,0.0032
10332,83683,73351,20852,2144897557.3,1532957224775511168.9715,73352,14.3394,0.0035,0.0016
22461,52338,29877,560,2134886455.2758,1552409213865439865.9261,29878,14.214,0.0082,0.0027
